id,team,year,career_game_count,opponent,round,result,jersey_num,kicks,marks,handballs,disposals,goals,behinds,hit_outs,tackles,rebound_50s,inside_50s,clearances,clangers,free_kicks_for,free_kicks_against,brownlow_votes,contested_possessions,uncontested_possessions,contested_marks,marks_inside_50,one_percenters,bounces,goal_assist,percentage_of_game_played,player_id,match_date,fantasy_points,score,margin,team_name,home_away,venue,crowd,_merge
37713,Port Adelaide Power,2004,24,Collingwood Magpies,6,W,25,14.0,5.0,11.0,20.0,0.0,2.0,0.0,5.0,2.0,5.0,5.0,0.0,0.0,0.0,0.0,9.0,15.0,0.0,0.0,0.0,0.0,1.0,81.0,43537,2004-05-02,101,,17,,,,,left_only
548122,Port Adelaide Power,2004,92,Collingwood Magpies,6,W,9,2.0,1.0,1.0,-2.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,5.0,3.0,0.0,0.0,2.0,0.0,0.0,22.0,45409,2004-05-02,11,,17,,,,,left_only
381596,Western Bulldogs,2004,1,North Melbourne Kangaroos,6,W,18,9.0,4.0,1.0,5.0,3.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,5.0,6.0,1.0,1.0,0.0,0.0,0.0,94.0,43810,2004-05-01,61,,1,,,,,left_only
539975,Western Bulldogs,2004,122,North Melbourne Kangaroos,6,W,24,4.0,3.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,5.0,1.0,3.0,3.0,1.0,0.0,1.0,100.0,45825,2004-05-01,39,,1,,,,,left_only
562948,Western Bulldogs,2004,81,North Melbourne Kangaroos,6,W,30,6.0,1.0,4.0,5.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,5.0,1.0,2.0,0.0,4.0,6.0,0.0,0.0,3.0,0.0,0.0,98.0,45838,2004-05-01,31,,1,,,,,left_only
516981,Adelaide Crows,2005,100,North Melbourne Kangaroos,6,W,24,9.0,4.0,7.0,11.0,1.0,0.0,0.0,2.0,2.0,3.0,4.0,5.0,1.0,1.0,0.0,7.0,8.0,1.0,1.0,2.0,0.0,0.0,76.0,45396,2005-04-30,68,,10,,,,,left_only
456601,Collingwood Magpies,2017,10,Western Bulldogs,1,L,31,12.0,5.0,13.0,20.0,0.0,1.0,0.0,3.0,1.0,4.0,0.0,4.0,1.0,3.0,0.0,8.0,20.0,0.0,0.0,1.0,0.0,0.0,90.0,44746,2017-03-24,82,,-14,,,,,left_only
540683,Melbourne Demons,1999,37,Richmond Tigers,16,L,23,7.0,5.0,3.0,5.0,0.0,1.0,0.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,0.0,2.0,7.0,0.0,1.0,2.0,0.0,0.0,84.0,45721,1999-07-16,40,,-25,,,,,left_only
48907,Collingwood Magpies,2017,63,Western Bulldogs,1,L,25,11.0,6.0,6.0,12.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,3.0,15.0,0.0,0.0,2.0,0.0,0.0,77.0,43641,2017-03-24,72,,-14,,,,,left_only
586297,Fremantle Dockers,2006,181,Western Bulldogs,11,L,8,11.0,5.0,9.0,15.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,0.0,7.0,12.0,0.0,0.0,2.0,0.0,0.0,79.0,45734,2006-06-11,68,,-14,,,,,left_only
510524,Hawthorn Hawks,2005,147,Carlton Blues,6,L,19,8.0,6.0,3.0,6.0,0.0,2.0,0.0,2.0,5.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,9.0,1.0,1.0,1.0,0.0,0.0,72.0,45487,2005-04-29,58,,-6,,,,,left_only
485611,Hawthorn Hawks,2005,5,Carlton Blues,6,L,33,10.0,8.0,8.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,6.0,12.0,0.0,1.0,5.0,1.0,1.0,71.0,45097,2005-04-29,68,,-6,,,,,left_only
540784,Melbourne Demons,2005,138,Fremantle Dockers,6,L,23,11.0,3.0,6.0,12.0,0.0,0.0,0.0,4.0,1.0,7.0,4.0,5.0,3.0,3.0,0.0,10.0,9.0,0.0,0.0,1.0,0.0,1.0,76.0,45721,2005-04-30,64,,-14,,,,,left_only
28968,Melbourne Demons,2005,8,Fremantle Dockers,6,L,21,8.0,4.0,1.0,4.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,4.0,5.0,2.0,0.0,2.0,2.0,1.0,76.0,43368,2005-04-30,44,,-14,,,,,left_only
71991,St Kilda Saints,2005,62,Collingwood Magpies,6,W,23,8.0,9.0,7.0,10.0,1.0,2.0,20.0,6.0,0.0,3.0,0.0,4.0,0.0,1.0,0.0,4.0,11.0,1.0,2.0,5.0,0.0,0.0,95.0,44239,2005-05-01,114,,38,,,,,left_only
108264,Western Bulldogs,2005,3,Geelong Cats,6,L,16,3.0,2.0,0.0,-2.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,52.0,43940,2005-05-01,18,,-35,,,,,left_only
80445,Western Bulldogs,2005,57,Geelong Cats,6,L,9,21.0,9.0,8.0,24.0,1.0,1.0,0.0,5.0,4.0,5.0,3.0,1.0,3.0,0.0,2.0,10.0,19.0,1.0,0.0,1.0,7.0,0.0,94.0,43888,2005-05-01,136,,-35,,,,,left_only
11904,Adelaide Crows,2006,3,Port Adelaide Power,6,W,28,3.0,2.0,5.0,3.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,1.0,0.0,5.0,3.0,0.0,0.0,3.0,0.0,1.0,69.0,45149,2006-05-06,30,,50,,,,,left_only
38831,Carlton Blues,2006,52,Collingwood Magpies,6,L,10,5.0,2.0,2.0,2.0,0.0,1.0,14.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,0.0,6.0,1.0,1.0,0.0,3.0,0.0,0.0,62.0,44447,2006-05-07,51,,-72,,,,,left_only
543813,Carlton Blues,2006,146,Collingwood Magpies,6,L,9,5.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,5.0,6.0,0.0,0.0,3.0,0.0,0.0,66.0,45851,2006-05-07,25,,-72,,,,,left_only
72800,Carlton Blues,2006,27,Collingwood Magpies,6,L,6,12.0,4.0,6.0,13.0,0.0,0.0,0.0,3.0,4.0,2.0,0.0,2.0,1.0,1.0,0.0,5.0,13.0,1.0,0.0,1.0,3.0,0.0,100.0,44941,2006-05-07,70,,-72,,,,,left_only
514850,Carlton Blues,2006,107,Collingwood Magpies,6,L,25,15.0,6.0,2.0,12.0,3.0,4.0,1.0,3.0,1.0,3.0,1.0,5.0,1.0,2.0,0.0,4.0,9.0,1.0,2.0,1.0,2.0,0.0,100.0,45513,2006-05-07,96,,-72,,,,,left_only
530408,Port Adelaide Power,2006,231,Adelaide Crows,6,L,2,7.0,5.0,6.0,8.0,0.0,0.0,0.0,2.0,4.0,1.0,1.0,3.0,4.0,1.0,0.0,7.0,6.0,0.0,0.0,7.0,0.0,0.0,100.0,45942,2006-05-06,57,,-50,,,,,left_only
32153,Port Adelaide Power,2006,13,Adelaide Crows,6,L,16,11.0,4.0,6.0,12.0,2.0,0.0,0.0,2.0,0.0,5.0,3.0,2.0,0.0,0.0,0.0,6.0,11.0,0.0,0.0,2.0,1.0,0.0,78.0,44668,2006-05-06,77,,-50,,,,,left_only
37762,Port Adelaide Power,2006,73,Adelaide Crows,6,L,25,17.0,6.0,8.0,20.0,0.0,0.0,0.0,4.0,1.0,1.0,2.0,3.0,3.0,2.0,0.0,9.0,16.0,0.0,0.0,4.0,0.0,0.0,100.0,43537,2006-05-06,98,,-50,,,,,left_only
95305,Richmond Tigers,2006,11,Essendon Bombers,6,W,41,4.0,0.0,7.0,6.0,0.0,0.0,0.0,1.0,1.0,3.0,4.0,1.0,0.0,1.0,0.0,5.0,6.0,0.0,0.0,1.0,0.0,0.0,64.0,43836,2006-05-06,27,,2,,,,,left_only
24387,Richmond Tigers,2006,82,Essendon Bombers,6,W,1,15.0,5.0,1.0,11.0,0.0,0.0,0.0,3.0,8.0,3.0,1.0,0.0,1.0,0.0,0.0,4.0,12.0,0.0,0.0,6.0,2.0,0.0,100.0,44590,2006-05-06,75,,2,,,,,left_only
114579,Sydney Swans,2006,25,Brisbane Lions,6,W,26,5.0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,6.0,0.0,0.0,1.0,1.0,0.0,77.0,43719,2006-05-07,34,,32,,,,,left_only
80467,Western Bulldogs,2006,79,St Kilda Saints,6,L,9,11.0,6.0,7.0,13.0,0.0,0.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,0.0,0.0,4.0,12.0,0.0,0.0,2.0,6.0,2.0,94.0,43888,2006-05-06,71,,-14,,,,,left_only
108284,Western Bulldogs,2006,23,St Kilda Saints,6,L,16,4.0,1.0,8.0,7.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,8.0,1.0,0.0,4.0,3.0,0.0,77.0,43940,2006-05-06,35,,-14,,,,,left_only
562986,Western Bulldogs,2006,119,St Kilda Saints,6,L,30,2.0,4.0,1.0,-2.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,57.0,45838,2006-05-06,6,,-14,,,,,left_only
517020,Adelaide Crows,2007,139,Collingwood Magpies,6,L,24,5.0,3.0,4.0,4.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,0.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,64.0,45396,2007-05-05,30,,-24,,,,,left_only
11909,Adelaide Crows,2007,8,Collingwood Magpies,6,L,28,5.0,1.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,2.0,0.0,6.0,3.0,0.0,0.0,1.0,0.0,0.0,64.0,45149,2007-05-05,28,,-24,,,,,left_only
94624,Adelaide Crows,2007,47,Collingwood Magpies,6,L,44,5.0,3.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,3.0,5.0,0.0,0.0,1.0,0.0,2.0,81.0,43407,2007-05-05,30,,-24,,,,,left_only
401969,Adelaide Crows,2007,1,Collingwood Magpies,6,L,38,3.0,1.0,8.0,6.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,2.0,0.0,0.0,76.0,44057,2007-05-05,36,,-24,,,,,left_only
112933,Brisbane Lions,2007,20,Fremantle Dockers,6,W,5,13.0,4.0,4.0,12.0,0.0,0.0,1.0,2.0,2.0,4.0,3.0,2.0,3.0,1.0,0.0,5.0,11.0,0.0,0.0,3.0,2.0,4.0,68.0,43992,2007-05-06,68,,45,,,,,left_only
105867,Brisbane Lions,2007,115,Fremantle Dockers,6,W,30,7.0,7.0,10.0,12.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,11.0,1.0,0.0,6.0,3.0,0.0,100.0,43615,2007-05-06,67,,45,,,,,left_only
8406,Brisbane Lions,2007,89,Fremantle Dockers,6,W,9,12.0,5.0,2.0,9.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,2.0,8.0,8.0,1.0,4.0,3.0,0.0,0.0,87.0,44421,2007-05-06,85,,45,,,,,left_only
62612,Brisbane Lions,2007,19,Fremantle Dockers,6,W,29,11.0,7.0,4.0,10.0,0.0,1.0,0.0,1.0,5.0,2.0,1.0,1.0,2.0,0.0,1.0,5.0,10.0,1.0,0.0,7.0,4.0,0.0,100.0,44811,2007-05-06,69,,45,,,,,left_only
514872,Carlton Blues,2007,129,St Kilda Saints,6,L,25,10.0,6.0,1.0,6.0,6.0,2.0,0.0,3.0,1.0,4.0,1.0,3.0,1.0,2.0,0.0,6.0,5.0,4.0,4.0,2.0,0.0,0.0,96.0,45513,2007-05-04,95,,-43,,,,,left_only
72822,Carlton Blues,2007,49,St Kilda Saints,6,L,6,6.0,1.0,5.0,6.0,0.0,2.0,0.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,7.0,5.0,1.0,1.0,4.0,5.0,0.0,99.0,44941,2007-05-04,44,,-43,,,,,left_only
548186,Fremantle Dockers,2007,156,Brisbane Lions,6,L,2,9.0,4.0,8.0,12.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,2.0,2.0,1.0,0.0,8.0,9.0,0.0,0.0,1.0,0.0,0.0,73.0,45409,2007-05-06,61,,-45,,,,,left_only
586317,Fremantle Dockers,2007,201,Brisbane Lions,6,L,8,6.0,4.0,9.0,10.0,0.0,0.0,1.0,5.0,2.0,3.0,4.0,2.0,1.0,1.0,0.0,9.0,6.0,1.0,0.0,3.0,0.0,1.0,72.0,45734,2007-05-06,66,,-45,,,,,left_only
530428,Port Adelaide Power,2007,251,Melbourne Demons,6,W,2,4.0,3.0,4.0,3.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,5.0,3.0,0.0,0.0,5.0,3.0,0.0,100.0,45942,2007-05-06,42,,5,,,,,left_only
32172,Port Adelaide Power,2007,32,Melbourne Demons,6,W,16,9.0,4.0,7.0,11.0,3.0,0.0,0.0,2.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,4.0,11.0,0.0,1.0,0.0,0.0,2.0,81.0,44668,2007-05-06,79,,5,,,,,left_only
37777,Port Adelaide Power,2007,88,Melbourne Demons,6,W,25,8.0,4.0,6.0,9.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,0.0,0.0,1.0,0.0,0.0,100.0,43537,2007-05-06,52,,5,,,,,left_only
95327,Richmond Tigers,2007,33,Geelong Cats,6,L,41,12.0,3.0,16.0,23.0,0.0,1.0,1.0,8.0,3.0,6.0,10.0,6.0,0.0,3.0,0.0,15.0,14.0,0.0,0.0,2.0,8.0,1.0,94.0,43836,2007-05-06,102,,-157,,,,,left_only
24400,Richmond Tigers,2007,95,Geelong Cats,6,L,1,8.0,3.0,4.0,7.0,0.0,1.0,0.0,5.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,3.0,7.0,0.0,1.0,1.0,2.0,0.0,96.0,44590,2007-05-06,59,,-157,,,,,left_only
117774,Western Bulldogs,2007,11,West Coast Eagles,6,L,19,5.0,5.0,5.0,5.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,4.0,7.0,0.0,0.0,1.0,1.0,1.0,59.0,44044,2007-05-05,43,,-15,,,,,left_only
108308,Western Bulldogs,2007,47,West Coast Eagles,6,L,16,7.0,3.0,7.0,9.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,3.0,1.0,1.0,0.0,3.0,11.0,0.0,0.0,5.0,3.0,0.0,84.0,43940,2007-05-05,46,,-15,,,,,left_only
94646,Adelaide Crows,2008,69,Carlton Blues,6,W,44,15.0,9.0,7.0,17.0,1.0,0.0,0.0,1.0,4.0,2.0,1.0,2.0,1.0,1.0,3.0,4.0,17.0,2.0,0.0,6.0,5.0,0.0,100.0,43407,2008-04-26,94,,30,,,,,left_only
11917,Adelaide Crows,2008,16,Carlton Blues,6,W,17,6.0,4.0,9.0,10.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,2.0,0.0,0.0,4.0,11.0,0.0,0.0,2.0,0.0,1.0,55.0,45149,2008-04-26,60,,30,,,,,left_only
517038,Adelaide Crows,2008,157,Carlton Blues,6,W,24,13.0,5.0,4.0,12.0,4.0,3.0,0.0,3.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,7.0,10.0,0.0,2.0,2.0,1.0,1.0,91.0,45396,2008-04-26,99,,30,,,,,left_only
72844,Carlton Blues,2008,71,Adelaide Crows,6,L,6,13.0,9.0,10.0,18.0,1.0,0.0,0.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,0.0,6.0,17.0,0.0,1.0,2.0,3.0,0.0,86.0,44941,2008-04-26,102,,-30,,,,,left_only
514891,Carlton Blues,2008,148,Adelaide Crows,6,L,25,6.0,4.0,6.0,14.0,1.0,3.0,0.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,5.0,6.0,0.0,3.0,1.0,0.0,0.0,100.0,45513,2008-04-26,36,,-30,,,,,left_only
355924,Carlton Blues,2008,1,Adelaide Crows,6,L,15,7.0,6.0,4.0,6.0,1.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,0.0,1.0,0.0,0.0,0.0,66.0,43459,2008-04-26,79,,-30,,,,,left_only
72515,Port Adelaide Power,2008,22,St Kilda Saints,6,W,39,9.0,8.0,4.0,8.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,11.0,1.0,0.0,3.0,0.0,1.0,83.0,45214,2008-04-26,66,,21,,,,,left_only
32195,Port Adelaide Power,2008,55,St Kilda Saints,6,W,16,5.0,1.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,4.0,0.0,3.0,0.0,4.0,7.0,1.0,0.0,2.0,1.0,1.0,61.0,44668,2008-04-26,21,,21,,,,,left_only
37802,Port Adelaide Power,2008,113,St Kilda Saints,6,W,25,15.0,4.0,10.0,20.0,1.0,1.0,0.0,10.0,3.0,3.0,5.0,5.0,2.0,1.0,1.0,10.0,15.0,0.0,0.0,1.0,3.0,1.0,88.0,43537,2008-04-26,123,,21,,,,,left_only
32158,Port Adelaide Power,2006,18,Hawthorn Hawks,11,W,16,15.0,7.0,8.0,18.0,2.0,0.0,0.0,1.0,1.0,9.0,1.0,1.0,1.0,0.0,3.0,4.0,19.0,0.0,2.0,1.0,4.0,1.0,84.0,44668,2006-06-11,99,,96,,,,,left_only
108318,Western Bulldogs,2008,57,West Coast Eagles,6,W,16,7.0,1.0,11.0,13.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,4.0,0.0,1.0,0.0,8.0,11.0,0.0,0.0,1.0,0.0,1.0,73.0,43940,2008-04-26,47,,60,,,,,left_only
80510,Western Bulldogs,2008,122,West Coast Eagles,6,W,9,20.0,9.0,9.0,24.0,1.0,1.0,0.0,0.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,3.0,25.0,0.0,1.0,3.0,1.0,0.0,92.0,43888,2008-04-26,112,,60,,,,,left_only
11938,Adelaide Crows,2009,37,Port Adelaide Power,6,L,17,18.0,12.0,11.0,24.0,2.0,0.0,0.0,2.0,3.0,3.0,1.0,3.0,1.0,1.0,0.0,6.0,23.0,1.0,1.0,0.0,1.0,1.0,71.0,45149,2009-05-02,130,,-26,,,,,left_only
94668,Adelaide Crows,2009,91,Port Adelaide Power,6,L,44,14.0,6.0,12.0,21.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,5.0,21.0,1.0,0.0,1.0,5.0,0.0,100.0,43407,2009-05-02,85,,-26,,,,,left_only
87925,West Coast Eagles,2009,50,Fremantle Dockers,6,L,11,13.0,5.0,13.0,21.0,0.0,0.0,0.0,8.0,2.0,6.0,3.0,2.0,1.0,0.0,0.0,8.0,19.0,0.0,0.0,2.0,0.0,0.0,77.0,44733,2009-05-02,113,,-13,,,,,left_only
117801,Western Bulldogs,2009,38,St Kilda Saints,6,L,7,10.0,4.0,6.0,11.0,1.0,1.0,0.0,3.0,2.0,4.0,4.0,3.0,0.0,0.0,0.0,6.0,10.0,1.0,1.0,1.0,0.0,0.0,87.0,44044,2009-05-03,73,,-28,,,,,left_only
108342,Western Bulldogs,2009,81,St Kilda Saints,6,L,16,12.0,4.0,11.0,18.0,1.0,0.0,0.0,3.0,0.0,3.0,7.0,3.0,0.0,1.0,0.0,10.0,11.0,1.0,1.0,1.0,5.0,0.0,82.0,43940,2009-05-03,85,,-28,,,,,left_only
80534,Western Bulldogs,2009,146,St Kilda Saints,6,L,9,10.0,6.0,5.0,10.0,1.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,12.0,0.0,1.0,2.0,1.0,0.0,87.0,43888,2009-05-03,73,,-28,,,,,left_only
94681,Adelaide Crows,2010,104,Port Adelaide Power,6,L,44,3.0,4.0,11.0,9.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,12.0,0.0,0.0,6.0,2.0,0.0,89.0,43407,2010-05-01,52,,-23,,,,,left_only
408390,Adelaide Crows,2010,1,Port Adelaide Power,6,L,48,8.0,7.0,3.0,6.0,0.0,0.0,0.0,5.0,4.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,1.0,0.0,77.0,44135,2010-05-01,68,,-23,,,,,left_only
11962,Adelaide Crows,2010,61,Port Adelaide Power,6,L,17,12.0,5.0,8.0,15.0,0.0,1.0,0.0,2.0,3.0,0.0,1.0,3.0,2.0,2.0,0.0,9.0,12.0,0.0,0.0,2.0,1.0,0.0,87.0,45149,2010-05-01,72,,-23,,,,,left_only
517057,Adelaide Crows,2010,176,Port Adelaide Power,6,L,24,8.0,6.0,3.0,6.0,0.0,1.0,0.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,1.0,10.0,0.0,1.0,2.0,1.0,3.0,79.0,45396,2010-05-01,54,,-23,,,,,left_only
63086,Melbourne Demons,2017,20,St Kilda Saints,1,W,29,14.0,5.0,5.0,14.0,0.0,1.0,0.0,5.0,0.0,4.0,0.0,3.0,2.0,1.0,0.0,4.0,15.0,0.0,0.0,2.0,1.0,1.0,89.0,44109,2017-03-25,87,,30,,,,,left_only
12095,Melbourne Demons,2017,194,St Kilda Saints,1,W,23,19.0,8.0,11.0,25.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,5.0,23.0,0.0,0.0,4.0,0.0,0.0,85.0,45149,2017-03-25,103,,30,,,,,left_only
24130,Melbourne Demons,2017,18,St Kilda Saints,1,W,5,14.0,6.0,9.0,18.0,2.0,0.0,0.0,0.0,0.0,5.0,1.0,4.0,1.0,0.0,0.0,11.0,12.0,1.0,2.0,0.0,0.0,2.0,90.0,44681,2017-03-25,91,,30,,,,,left_only
548232,Port Adelaide Power,2010,202,Adelaide Crows,6,W,2,6.0,4.0,7.0,8.0,0.0,0.0,0.0,5.0,1.0,3.0,1.0,2.0,2.0,1.0,0.0,5.0,8.0,0.0,0.0,4.0,0.0,0.0,68.0,45409,2010-05-01,63,,23,,,,,left_only
105280,Port Adelaide Power,2010,38,Adelaide Crows,6,W,17,16.0,6.0,4.0,15.0,5.0,4.0,0.0,3.0,0.0,2.0,2.0,1.0,3.0,1.0,3.0,7.0,12.0,0.0,4.0,1.0,1.0,0.0,78.0,43927,2010-05-01,120,,23,,,,,left_only
32239,Port Adelaide Power,2010,99,Adelaide Crows,6,W,6,14.0,4.0,7.0,16.0,1.0,0.0,0.0,8.0,3.0,5.0,3.0,1.0,0.0,1.0,0.0,8.0,13.0,0.0,0.0,2.0,4.0,0.0,89.0,44668,2010-05-01,103,,23,,,,,left_only
72549,Port Adelaide Power,2010,56,Adelaide Crows,6,W,39,7.0,2.0,2.0,4.0,1.0,0.0,2.0,2.0,0.0,4.0,1.0,3.0,1.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,1.0,82.0,45214,2010-05-01,48,,23,,,,,left_only
72074,St Kilda Saints,2010,145,Western Bulldogs,6,W,23,7.0,5.0,4.0,6.0,1.0,1.0,3.0,3.0,1.0,2.0,0.0,3.0,1.0,0.0,0.0,5.0,6.0,1.0,1.0,0.0,0.0,0.0,82.0,44239,2010-04-30,67,,3,,,,,left_only
50405,Western Bulldogs,2020,152,Brisbane Lions,11,L,11,15.0,4.0,25.0,35.0,1.0,0.0,0.0,4.0,5.0,7.0,3.0,5.0,2.0,1.0,2.0,14.0,27.0,0.0,0.0,4.0,1.0,1.0,88.0,44343,2020-08-08,128,,-24,,,,,left_only
80558,Western Bulldogs,2010,170,St Kilda Saints,6,L,9,27.0,15.0,7.0,29.0,0.0,1.0,0.0,6.0,6.0,7.0,1.0,2.0,2.0,0.0,0.0,8.0,26.0,0.0,0.0,6.0,0.0,0.0,90.0,43888,2010-04-30,167,,-3,,,,,left_only
108364,Western Bulldogs,2010,103,St Kilda Saints,6,L,16,14.0,5.0,9.0,18.0,1.0,1.0,2.0,3.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,7.0,17.0,0.0,0.0,1.0,0.0,0.0,77.0,43940,2010-04-30,96,,-3,,,,,left_only
117821,Western Bulldogs,2010,58,St Kilda Saints,6,L,7,9.0,3.0,10.0,14.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,8.0,10.0,0.0,0.0,2.0,0.0,0.0,83.0,44044,2010-04-30,68,,-3,,,,,left_only
408418,Adelaide Crows,2011,15,St Kilda Saints,6,W,10,15.0,8.0,5.0,15.0,0.0,0.0,0.0,2.0,6.0,3.0,1.0,3.0,1.0,3.0,0.0,3.0,18.0,0.0,0.0,3.0,1.0,0.0,94.0,44135,2011-04-30,79,,19,,,,,left_only
562991,Western Bulldogs,2006,124,Fremantle Dockers,11,W,30,8.0,4.0,2.0,5.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,3.0,7.0,1.0,3.0,4.0,0.0,1.0,88.0,45838,2006-06-11,60,,14,,,,,left_only
72912,Carlton Blues,2011,139,Sydney Swans,6,W,6,14.0,1.0,6.0,15.0,0.0,0.0,0.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,0.0,13.0,8.0,0.0,0.0,3.0,0.0,0.0,83.0,44941,2011-04-29,63,,16,,,,,left_only
117766,Western Bulldogs,2006,3,Fremantle Dockers,11,W,19,5.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,3.0,4.0,0.0,0.0,2.0,0.0,0.0,63.0,44044,2006-06-11,30,,14,,,,,left_only
80472,Western Bulldogs,2006,84,Fremantle Dockers,11,W,9,10.0,2.0,9.0,14.0,0.0,0.0,0.0,1.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,5.0,16.0,1.0,0.0,4.0,5.0,0.0,100.0,43888,2006-06-11,59,,14,,,,,left_only
486546,Gold Coast Suns,2011,4,Essendon Bombers,6,L,20,10.0,2.0,4.0,9.0,0.0,0.0,0.0,5.0,2.0,2.0,2.0,2.0,8.0,1.0,0.0,10.0,6.0,0.0,0.0,2.0,0.0,0.0,90.0,45110,2011-05-01,69,,-139,,,,,left_only
378060,Melbourne Demons,2011,75,West Coast Eagles,6,L,14,2.0,0.0,0.0,-3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,36.0,43758,2011-04-28,13,,-54,,,,,left_only
56273,Melbourne Demons,2011,65,West Coast Eagles,6,L,8,11.0,8.0,7.0,13.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,1.0,0.0,4.0,14.0,0.0,0.0,8.0,0.0,0.0,92.0,43849,2011-04-28,68,,-54,,,,,left_only
525731,North Melbourne Kangaroos,1997,176,St Kilda Saints,PF,L,24,11.0,5.0,8.0,14.0,1.0,1.0,0.0,6.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,5.0,9.0,0.0,0.0,2.0,0.0,0.0,84.0,45877,1997-09-19,93,,-31,,,,,left_only
